whitePixelOnTopHalfCount,whitePixelOnBottomHalfCount,leftSideShape,rightSideShape,topShape,bottomShape,distanceCenter,heightWidthRatio
 1,  18,  36,  72,  79, 107,  19,305.354,2.34198
 2,  46,  95, 116,  45, 136,  33,1015.24,1.48431
 6,  43, 117,  53,  64, 122,  18,947.193,1.69415
 3,  55,  90, 111,  53, 153,  50,995.64,1.89407
 7,  49,  65,  80,  67,  96,  48,623.542,2.02389
 4,  47,  89,  58,  52, 133,  37,868.566,1.17523
 1,  25,  40,  64,  99, 105,  26,389.141,2.13877
 6,  45, 119,  68,  70, 102,  19,993.081,1.43666
 5,  38,  87,  80, 114, 151,  13,831.174,1.45127
 5,  62,  96,  89, 132, 171,  87,1189.59,1.37867
 6,  61, 150,  62,  88, 157,  84,1516.02,0.893239
 2,  49, 112, 140,  54, 172,  47,1154.48,1.08714
 8,  70, 117,  65,  40, 121,  19,1245.21,1.30569
 3,  58,  90, 158,  93, 237,  80,1112.99,1.48462
 5,  43,  86,  82, 121, 127,  26,875.144,1.53683
 8,  51,  86,  75, 100, 196,  81,822.536,1.17773
 5,  60,  80, 111,  65, 152,  34,980.13,1.48568
 1,  24,  41, 117,  86, 159,  39,362.462,1.97326
 0,  71, 123,  43,  39, 112,  20,1259.07,1.44518
 2,  45,  98, 115,  40, 153,  29,1007.86,1.46748
 0,  31,  83,  82,  56, 225,  80,1016.69,0.75269
 9,  52,  75,  80,  43, 102,  37,686.853,1.59004
 0,  78, 129,  55,  52, 147,  61,1739.96,1.01172
 5,  50,  81,  91, 151, 154,  26,898.422,1.70086
 2,  60, 102,  71, 124, 225, 104,1090.53,1.41159
 8,  72, 101,  52,  98, 122,  92,1106.44,1.59257
 9,  38,  56,  98,  37, 109,  29,530.643,1.70034
 8,  75, 103,  34, 110, 120,  86,1188.06,1.49148
 0,  84, 113,  43,  78, 161,  72,1567.79,0.981312
 7,  65,  50, 135,  66, 136,  88,845.742,1.56758
 0,  62, 108,  93,  64, 178,  59,1335.86,1.05072
 1,  17,  35,  73,  43,  89,   6,301.634,4.11843
 1,  31,  44,  56,  78,  91,  13,423.039,3.31755
 7,  70,  56,  97,  99, 142, 102,797.495,1.55102
 5,  39,  71,  42,  62,  94,  50,770.284,1.60151
 1,  23,  49,  87,  68, 118,  25,421.848,2.25989
 4,  26,  48, 123,  32, 141,  44,452.916,1.23091
 1,  25,  48,  81,  74, 122,  26,402.93,2.09524
 4,  34,  40,  65,  78,  98,  42,364.286,1.99539
 3,  51,  83, 138,  71, 175,  51,884.184,1.87174
 6,  34,  65,  70, 120,  96,  24,717.965,1.76938
 4,  51,  97,  99,  93, 178, 121,912.419,1.11689
 7,  51,  52, 147,  54, 119,  93,664.598,2.27873
 4,  26,  76, 149,  71, 172,  83,569.317,0.95083
 4,  44,  67, 116, 106, 171, 113,552.214,1.22373
 7,  59,  57,  86,  85, 137,  79,673.226,1.39539
 7,  55,  86,  64,  93, 149,  65,897.363,1.26564
 4,  53,  91,  82,  78, 140,  71,855.287,1.27206
 5,  39,  98,  52, 121, 141,  28,916.844,1.29391
 2,  63, 115, 138,  46, 195,  37,1155.09,1.49099
 8,  62, 100,  50,  75, 116,  48,1041.75,1.8299
 7,  54,  58,  98,  95, 132,  52,734.124,1.83894
 3,  60, 105, 152,  87, 186,  58,1208.89,1.22716
 2,  37,  90,  82,  89, 160,  31,730.254,1.65391
 5,  77, 110,  93,  99, 161,  76,1384.83,1.3987
 9,  59,  72,  86,  82, 126,  87,735.658,1.67313
 8,  64,  83,  77,  61, 106,  80,965.314,1.7293
 2,  50, 102, 104,  55, 132,  25,1022.28,1.51545
 8,  62,  85, 101,  82, 167,  69,929.459,1.35921
 7,  60,  51,  87,  69, 114,  69,693.607,1.81231
 3,  36,  52, 116,  69, 126,  75,674.742,1.81935
 9,  45,  72,  60,  63, 101,  45,663.898,1.56506
 5,  34,  74,  78,  67,  88,  38,604.705,2.04757
 2,  50,  86,  98,  53, 149,  17,845.789,1.61519
 7,  65,  53, 122,  59, 116,  72,754.293,2.10786
 8,  90, 105,  52, 123, 163, 116,1277.7,1.49846
 7,  75,  78, 113,  82, 119,  85,1054.12,1.64091
 6,  48, 145,  81,  95, 158,  59,1184.53,1.07932
 7,  40,  47,  91,  84, 137,  33,512.958,2.04807
 1,  28,  44,  81,  75, 104,  18,420.718,2.38936
 5,  69, 114,  93,  94, 170,  58,1362.02,1.00557
 8,  65,  81,  27,  89,  93,  41,842.017,2.08823
 7,  46,  61,  73,  65,  91,  27,588.098,2.22306
 5,  51,  94, 100,  86, 154,  61,984.429,1.64644
 9,  46,  50, 105,  47, 115,  42,531.147,1.55383
 5,  62,  98, 123, 142, 181,  89,1140.88,1.53723
 6,  23,  49,  66,  74, 107,  18,444.927,2.63153
 0,  75, 127,  63,  52, 149,  36,1488.11,1.17734
 6,  39,  90,  43,  95, 175,  65,877.873,0.966521
 5,  63,  91, 118, 154, 181, 121,1077.25,1.52058
 5,  56, 102,  72, 131, 152,  61,1115.2,1.25199
 3,  40,  78,  98,  46, 132,  14,735.499,2.14572
 8,  59,  63,  35,  89,  85,  29,770.131,2.23299
 5,  70,  95,  71, 170, 165, 147,1201.4,1.4875
 9,  54,  78, 104,  43, 121,  64,801.971,1.21461
 9,  63,  74,  79,  80, 125,  80,775.604,1.65252
 7,  72,  76, 116,  34, 104,  45,898.033,1.69876
 7,  41,  40,  88,  57,  81,  44,507.053,3.12457
 9,  61,  81,  96,  59, 149,  64,866.685,1.1402
 4,  32,  76, 131,  72, 188,  89,619.369,1.05234
 3,  56,  82, 122,  37,  92,  77,912.916,1.87491
 8,  67,  85,  55,  91, 126,  60,947.549,1.85058
 3,  59,  89,  99,  42, 112,  70,1104.5,1.6765
 9,  64, 100,  98,  50, 144,  62,1024.39,1.08846
 3,  76, 131,  80,  79, 184,  31,1528.88,1.20118
 6,  31,  71, 111,  31,  91,  35,635.347,1.82884
 7,  58,  55, 110,  45, 114,  85,764.351,1.51716
 9,  56,  75,  75,  77, 124,  73,747.371,1.45572
 1,  30,  38,  40,  82,  69,   9,383.492,3.40201
 0,  79, 124,  79,  57, 170,  50,1598.93,1.07642
 7,  46,  57, 104,  61, 102,  46,547.084,2.24245
 0,  59, 102,  71,  54, 155,  36,1176.66,1.3428
 3,  51,  94,  72,  50, 106,  37,873.097,2.07734
 6,  32, 101,  95,  66, 148,  23,752.161,1.55771
 0,  69, 112,  64,  59, 128,  53,1244.9,1.31532
 3,  54,  90, 111,  82, 149,  52,1002.58,1.56865
 7,  44,  56,  81, 120, 131,  74,556.924,1.48919
 0,  74, 114,  66,  70, 173,  57,1526.29,1.02493
 3,  44,  56, 105,  60, 115,  26,638.163,2.76228
 5,  41,  69,  83, 128, 204, 124,679.036,1.1332
 4,  51,  67, 108,  89, 198, 153,891.231,0.85939
 8,  69, 102,  81,  93, 170,  80,1208.8,1.46357
 7,  78,  54, 163,  48, 184, 111,1027.81,0.794729
 9,  56,  79, 109,  54, 131,  63,809.645,1.17104
 7,  50,  49, 109,  90, 116,  89,700.881,1.93387
 1,  30,  50,  65,  49,  86,  11,435.599,3.38123
 9,  77,  97,  96,  25, 173,  84,1371.36,0.878572
 8,  71,  99,  45, 131, 149, 109,1169.63,1.29412
 5,  77,  97,  49, 147, 135,  98,1235.95,1.80229
 1,  25,  51,  92,  59, 123,  17,442.799,2.39101
 1,  23,  33,  48,  46,  56,   7,311.88,4.64868
 0,  61, 116,  64,  38, 182,  54,1307.67,0.902532
 1,  24,  43,  31,  32,  34,   4,383.314,4.83927
 0,  38, 133,  34,  46, 188,  89,1232.7,0.760913
 2,  69,  85, 129,  72, 135,  41,1096.07,1.80324
 1,  46,  95,  75,  62, 133,  39,876.198,1.82689
 5,  55,  81,  71, 144, 171, 166,909.34,1.16499
 2,  80, 148,  75, 114, 179,  74,1632.03,1.25928
 2,  45, 114, 112,  87, 204,  75,1118.44,1.09014
 3,  78, 137,  96,  80, 179,  74,1503.45,1.38416
 9,  53,  79, 128,  73, 176,  88,909.953,0.981627
 4,  40, 111, 102,  86, 218, 118,880.719,0.795977
 6,  33,  81,  47,  87,  89,  16,722.964,1.80773
 5,  79, 102, 134,  50, 176,  32,1277.17,1.3554
 7,  57,  53, 235,  71, 182, 121,864.769,1.40053
 6,  56, 132,  99,  69, 127,  28,1246.66,1.20139
 4,  46,  79, 130,  62, 189,  99,796.031,0.85988
 7,  94,  80,  89,  88, 139,  82,1186.07,1.27594
 7,  68,  48, 135,  63, 162, 121,774.841,1.09531
 8,  96, 108,  51, 109, 139, 119,1379.58,1.47552
 6,  28,  67,  67,  85,  96,  22,597.229,1.98737
 0,  93, 148,  56,  33, 155,  34,2043.3,1.00152
 4,  45,  97, 131, 128, 238, 125,859.513,0.998792
 1,  45,  79, 103,  62, 149,  36,696.249,1.66792
 1,  36,  59,  25,  36,  38,   5,490.374,3.82675
 2,  42, 100,  56, 148, 227,  95,961.803,1.1601
 2,  73,  88, 119,  90, 164,  83,1138.47,1.9385
 3,  57,  98, 103,  52, 152,  51,1048.06,1.77769
 2,  54, 103,  67,  98, 196,  82,1073.81,1.24841
 4,  59,  98, 120,  99, 201, 115,933.249,0.941782
 8,  59,  73,  84,  75, 102,  55,872.062,2.07411
 5,  67, 110,  73, 122, 205, 111,1174.37,1.15206
 4,  40,  75,  84, 108, 150,  96,641.935,1.34905
 6,  45, 123, 104,  78, 167,  39,1072.55,1.23449
 8,  76, 113,  56,  88, 131,  57,1320.63,1.3978
 7,  75,  69, 117,  67, 141,  64,968.355,1.45112
 6,  38,  81,  77,  94, 113,  20,775.893,1.79119
 8,  75, 128,  48,  49, 114,  27,1286.36,1.69849
 4,  44,  75,  86,  81, 155,  77,750.266,1.30836
 9,  63,  73,  93,  67, 135,  80,779.997,1.48823
 2,  64,  66, 120, 161, 222, 101,1001.61,1.92018
 0,  50, 125,  43,  43, 189,  62,1217.39,0.792002
 2,  57,  98, 120, 125, 172, 112,1089.77,1.31462
 1,  38,  68,  82,  63, 118,  28,577.574,1.97067
 7,  44,  45,  84,  89, 115,  56,581.984,2.09087
 2,  53, 116,  71, 134, 210, 122,1053.53,1.08781
 4,  64, 131, 103,  22, 168,  64,1320.12,0.789705
 3,  84, 132,  79,  36, 137,  27,1432,1.39743
 3,  49,  64, 151,  54, 127, 125,835.168,1.7179
 4,  60, 116,  91,  75, 193, 116,1050.28,0.802266
 3,  47,  67, 182,  48, 181,  63,822.68,1.83242
 6,  51, 157,  75, 108, 168,  83,1435.66,0.871741
 4,  33,  77, 102,  65, 142,  55,626.328,1.04579
 7,  92,  84, 121,  64, 146,  71,1136.46,1.39978
 5,  67,  88, 105, 110, 134,  40,1078.03,1.69483
 8,  82, 142,  33,  78, 125,  46,1475.19,1.477
 0,  67,  80,  53,  53, 143,  66,1333.19,1.08867
 8,  63,  95,  41,  50,  79,  39,1015.61,1.98081
 6,  32, 108,  83,  89, 159,  37,814.267,1.39725
 2,  59, 144,  65, 141, 201,  77,1453.81,1.23926
 7,  71,  90, 130,  81, 156, 101,1004.13,1.38844
 6,  37, 114,  76,  87, 147,  24,893.616,1.40405
 7,  63,  68, 129,  47, 129,  42,804.739,1.60508
 9,  56,  76,  72,  81, 126,  75,786.11,1.6221
 4,  53, 129, 116,  53, 226,  61,1266.03,0.822956
 6,  40,  98,  87,  91, 137,  23,875.377,1.40529
 3,  56,  93, 152,  81, 155,  60,1149.98,1.36585
 1,  32,  61,  73,  62, 104,  21,534.961,2.45268
 9,  77, 103, 112,  78, 164,  94,1059.88,1.16041
 9,  64,  86,  93,  50, 118,  56,852.719,1.3967
 9,  53,  91,  98,  36, 135,  29,836.827,1.25137
 9,  49,  72,  84,  33, 102,  25,754.32,1.53576
 5,  49,  95,  62,  74, 103,  42,1020.3,1.59529
 9,  45,  63,  85,  64, 108,  69,669.028,1.69123
 1,  27,  53,  30,  45,  56,   8,402.278,4.11957
 4,  59, 119, 110,  57, 198,  74,1197.83,0.841035
 0,  73, 114,  46,  56, 171,  68,1439.59,0.864338
 4,  52, 123, 130,  79, 217, 114,1129.23,0.796035
 8,  44,  59,  47,  93,  88,  16,624.716,2.65571
 3,  66, 109,  90,  68, 125,  50,1185.5,1.4317
 3,  33,  50, 141,  64, 123,  38,609.186,2.11408
 8,  64, 111,  63,  83, 142,  57,1128.18,1.56693
 0,  57,  96,  46,  48, 111,  41,1200.17,1.21547
 1,  38,  60,  53,  43,  74,  17,514.691,2.98568
 6,  33,  99,  57, 110, 151,  49,858.727,1.12683
 4,  65,  88, 112,  71, 173, 102,946.978,0.935039
 8,  51,  83,  57,  39,  95,  34,823.179,1.87799
 1,  51,  79,  68,  69, 112,  34,739.617,1.86917
 0,  43,  70,  49,  45, 104,  38,802.433,1.62056
 2,  66, 133,  97, 113, 198,  74,1411.53,1.27337
 6,  37, 101,  55,  63, 103,  18,805.676,1.72638
 5,  37, 109,  58,  85, 224, 100,853.984,0.880432
 3,  41,  62, 124,  76, 150,  93,779.42,1.64912
 0,  87, 150,  60,  40, 178,  39,1701.11,0.966812
 1,  30,  50,  35,  40,  59,   6,401.331,4.20676
 9,  63,  80,  96,  62, 127,  80,862.611,1.42968
 1,  32,  48,  45,  49,  64,   8,397.96,3.63729
 4,  45,  80, 126,  80, 186, 108,714.088,0.930686
 4,  29,  54,  73,  97, 113,  68,481.154,1.91719
 9,  53,  77,  74,  55, 111,  47,778.058,1.49152
 9,  58,  87, 107,  25, 119,  39,915.986,1.17024
 1,  30,  55,  81,  66, 112,  18,455.605,2.15605
 5,  52,  83, 129, 153, 172, 130,904.921,1.33033
 7,  61,  45, 116,  77, 129,  83,671.609,1.74178
 8,  34,  54,  46,  33,  56,  21,476.517,2.54658
 4,  51,  86,  86,  81, 162,  97,810.019,1.16853
 8,  54,  72,  41,  64,  71,   7,757.951,2.6737
 4,  65, 122, 123,  86, 209, 105,1125.06,0.774009
 7,  61,  43, 197,  54, 179, 106,777.841,1.39951
 1,  33,  61, 109,  83, 155,  45,553.355,1.66866
 8,  46,  77,  64,  67, 112,  32,761.105,2.21687
 8,  72, 106,  49,  63, 108,  32,1137.57,1.84148
 9,  69, 105,  64,  48, 111,  40,1159.81,1.60856
 7,  70,  54, 122,  67, 141,  69,790.8,1.57684
 8,  51,  76,  52,  68,  99,  42,741.468,2.00744
 6,  40, 125,  54, 138, 186,  63,1095.65,0.975628
 6,  49, 128,  42, 136, 236,  94,1416.59,0.716059
 0, 101, 146,  80,  33, 154,  44,1909.58,1.00393
 8,  48,  68,  63,  81, 109,  47,685.2,1.85685
 8,  80, 132,  55,  80, 141,  66,1469.44,1.31912
 8,  57,  79,  47,  80, 111,  49,805.356,1.94542
 1,  37,  67,  86,  76, 140,  41,591.862,2.00728
 0,  54,  85,  47,  42, 108,  38,1021.63,1.4389
 8,  77, 114,  36,  62, 106,  46,1191.77,1.45158
 0,  84, 130,  56,  32, 148,  37,1874.22,0.986944
 2,  52, 136, 101, 148, 246,  76,1253.57,1.49351
 6,  46, 108,  29, 103, 167,  47,1179.63,0.928359
 6,  35, 120,  51, 100, 136,  23,853.011,1.41597
 3,  78,  86,  81,  91, 121,  88,1110.47,1.7011
 2,  68, 117,  77, 104, 186, 109,1280.38,1.1605
 4,  50, 102, 150,  57, 170,  63,933.964,0.973827
 0, 100, 145,  56,  43, 154,  40,1853.59,1.00768
 8,  66, 106,  50,  35,  84,  28,1061.39,1.87712
 9,  72, 100,  91,  55, 138,  61,1083.1,1.24186
 1,  35,  51,  46,  42,  58,  11,447.948,3.54689
 1,  46,  84,  98,  80, 153,  56,750.592,1.85857
 9,  48,  66,  75,  40,  97,  33,662.191,1.85689
 2,  74, 125,  63, 114, 165,  45,1532.92,1.60165
 6,  33,  78,  57,  53,  78,  16,657.598,2.14816
 5,  10,  91,  47,  82, 244,  99,604.337,0.717446
 3,  43,  80, 100,  53, 132,  48,846.682,1.70797
 4,  49, 120,  91,  87, 204, 110,987.693,0.820865
 9,  45,  66, 122,  50, 154,  86,713.806,0.781121
 5,  31,  98,  75,  90, 225, 106,785.006,0.875971
 1,  31,  50,  36,  38,  47,   7,419.168,3.83858
 6,  65, 147,  77,  80, 127,  44,1487.43,1.10058
 0,  72, 106,  53,  68, 160,  60,1476.26,0.999049
 7,  79,  83,  99,  97, 157,  99,1095.14,1.40466
 9,  50, 102,  70,  44, 136,  45,1018.73,1.06194
 3,  74, 151, 108,  67, 202,  61,1610.8,1.2146
 8,  53,  71,  39,  61,  69,  16,728.608,2.61385
 0,  71, 130,  65,  31, 164,  47,1602.32,0.90559
 9,  46,  62,  78,  83, 125,  67,655.743,1.5093
 2,  74, 151,  67, 133, 179,  75,1584.35,1.30194
 4,  59, 112,  63,  20, 110,  21,1033.11,1.22068
 2,  86, 123,  84, 118, 173,  75,1604.7,1.41981
 0,  81, 124,  45,  42, 123,  32,1504.44,1.29787
 2,  77, 132, 128,  48, 182,  57,1538.08,1.16744
 4,  57,  84,  55,  93, 150,  94,891.373,1.17651
 7,  73,  54, 104,  72, 133,  64,758.397,1.62643
 6,  42, 111,  58,  82, 132,  34,861.635,1.577
 5,  41, 106,  72,  97, 214, 104,929.155,0.988306
 2,  54, 114,  72, 128, 222,  77,1148.09,1.41168
 0,  91, 158,  59,  38, 150,  53,1892.41,0.948357
 0,  60,  94,  77,  53, 144,  37,1074.29,1.183
 3,  63, 112, 151,  57, 197,  38,1138.71,1.47358
 0,  66,  93,  49,  44, 120,  31,1240.51,1.15818
 5,  60, 108, 106, 112, 222, 112,1113.1,1.16043
 7,  57,  59, 131,  86, 134,  93,802.903,1.68281
 2,  79, 132, 104,  60, 171,  48,1408.09,1.33002
 6,  38,  70,  44, 126,  78,  23,777.858,1.74373
 1,  40,  71,  89,  70, 130,  42,606.379,1.64327
 5,  42,  76, 104,  81, 118,  26,820.151,1.59591
 4,  52, 144,  96,  73, 206,  93,1220.53,0.821521
 8,  52, 107,  45,  41,  97,  24,1067.36,1.54244
 4,  49, 107, 129,  80, 196, 126,916.249,0.901974
 4,  41,  93, 150,  80, 230,  92,847.328,0.938313
 3,  69, 106,  91,  82, 158,  77,1225.69,1.33405
 2,  49,  93,  82, 133, 211, 123,917.966,1.15989
 0, 100, 136,  65,  46, 155,  49,1871.03,1.01986
 0,  65,  97,  40,  53, 163,  73,1320.43,0.908287
 0,  95, 137,  67,  34, 159,  39,1892.1,1.007
 0,  49,  91,  49,  43, 188,  70,1070.48,0.843154
 8,  88, 119,  61,  49, 117,  60,1351.96,1.39454
 4,  45,  89,  72, 115, 173,  93,743.239,1.21909
 5,  56, 111,  66,  82, 216,  85,1075.35,1.03648
 1,  27,  39,  34,  52,  49,  11,333.15,3.72765
 4,  50,  76,  94, 103, 160,  91,682.574,1.16884
 3,  50,  65, 180,  82, 160, 154,954.338,1.73903
 7,  84,  64, 145,  82, 171,  76,974.351,1.2861
 4,  32,  57,  70,  82, 112,  39,477.808,1.69266
 9,  68,  65, 100,  68, 135,  63,742.985,1.49641
 2,  82, 155,  66, 103, 205,  48,1673.14,1.34124
 7,  78,  70, 110,  70, 136,  65,995.625,1.4723
 3,  49,  66, 114,  56, 112,  65,844.646,2.10591
 8,  83, 115,  40, 107, 126,  88,1308.59,1.42101
 8,  80, 160,  39,  64, 137,  35,1587.79,1.26346
 8,  75, 122,  65,  81, 146,  63,1309.7,1.39186
 3,  63, 129,  74,  65, 122,  44,1217.92,1.46565
 7,  78,  57, 110,  55, 116,  62,872.02,1.56147
 7,  68,  57, 164,  68, 139, 104,841.08,1.85237
 9,  59,  73,  67,  62, 104,  46,755.941,1.71861
 9,  55,  92,  73,  83, 147,  75,922.283,1.30656
 6,  52, 132,  83,  68, 125,  31,1168.21,1.26085
 2,  61, 104, 125,  80, 165,  39,1264.19,1.37451
 3,  81, 129, 108,  59, 163,  53,1389.54,1.39552
 8,  73,  98,  63,  88, 140,  69,1131.11,1.76972
 1,  28,  50, 103,  69, 139,  30,424.311,1.95686
 5,  48,  66, 104, 139, 226, 128,723.819,1.16654
 7,  76,  66, 106,  66, 124,  69,959.059,1.60572
 1,  30,  56,  51,  54,  62,   8,461.622,3.38268
 9,  64,  83,  92,  70, 138,  55,844.318,1.40063
 5,  44,  86, 106,  93, 103,  19,969.738,1.32836
 6,  55, 129,  69,  80, 122,  35,1192.15,1.26819
 1,  17,  39,  54,  42,  65,   3,302.545,4.53058
 3,  67,  98,  65,  68, 106,  46,1060.2,1.65766
 1,  26,  36,  37,  56,  48,   8,331.186,4.56665
 3,  46,  99,  98,  57, 131,  54,929.9,1.70335
 5,  53,  69,  64, 153, 142,  15,854.885,1.77352
 1,  38,  68, 108,  75, 154,  47,595.572,1.73999
 6,  36,  94,  60, 152, 162,  59,961.315,1.15
 0,  46, 138,  55,  48, 201,  71,1256.3,0.785586
 5,  77, 104,  76, 160, 164, 131,1286.44,1.34493
 2,  77, 110,  98,  40, 135,  15,1255.18,1.72913
 7,  59,  59, 101,  54, 124,  81,780.855,1.31849
 6,  54, 170,  71, 115, 185,  75,1443.51,1.03482
 3,  59,  78,  88,  36,  73,  27,901.555,2.11069
 0,  75, 144,  47,  41, 165,  80,1548.23,0.826155
 5,  48,  87,  85,  73, 110,  30,939.643,1.73699
 5,  60, 118, 113,  29, 178,  21,1306.91,1.36148
 9,  46,  76,  91,  51, 125,  32,601.964,1.29391
 6,  56, 141,  77,  74, 131,  37,1288.75,1.1696
 3,  65,  86, 158,  73, 173,  77,1216.04,1.45297
 8,  82, 131,  53, 100, 152,  80,1459.56,1.395
 5,  84, 147,  54,  86, 114,  50,1578.79,1.34095
 7, 105,  93, 119,  85, 174,  90,1376.93,1.13025
 4,  46,  77,  80,  26, 112,  45,709.642,1.12834
 3,  71, 129, 135,  83, 211,  76,1345.1,1.17833
 6,  30,  98,  47, 110, 189,  80,951.3,0.889546
 5,  56, 132, 109,  58, 167,  41,1376.53,1.29108
 1,  29,  54,  51,  59,  72,  10,457.803,3.89039
 8,  80, 125,  68,  91, 149,  80,1377.79,1.46998
 6,  35, 102,  64,  91, 135,  37,860.077,1.28669
 3,  46, 133, 137,  63, 212,  60,1258.86,1.0535
 7,  64,  62,  94,  57, 112,  89,813.674,1.54805
 0,  93, 132,  47,  57, 141,  59,1851.69,1.00514
 3,  57,  91, 102,  47, 130,  31,1020.31,2.00813
 1,  32,  59,  47,  19,  62,   7,590.812,3.6085
 5,  36,  60, 107,  97, 120,  56,701.965,1.51555
 2,  87, 138,  84,  71, 172,  31,1547.02,1.41637
 7,  73,  59, 144,  85, 137, 107,895.006,1.69595
 3,  73, 124, 131,  43, 187,  21,1359.39,1.43127
 0,  67, 104,  56,  44, 104,  24,1129.1,1.54653
 4,  54, 120, 104,  65, 191,  79,1074.15,0.966647
 6,  49, 151,  44, 143, 208,  93,1448.47,0.871886
 5,  62, 116, 101, 118, 180, 110,1260.83,1.421
 7,  71,  60, 200,  56, 161, 111,953.431,1.48157
 6,  42, 132,  69,  79, 139,  27,990.896,1.37683
 3,  37,  63, 109,  38, 102,  16,606.567,2.58365
 7,  71,  67,  57,  97, 119,  82,860.002,1.68138
 6,  38,  93,  88,  74, 125,  22,781.861,1.54167
 8,  72,  98,  54,  69,  97,  62,1066.21,1.96319
 8,  62, 110, 110,  86, 189,  74,1138.12,1.30334
 9,  54,  89,  51,  61,  96,  40,806.901,1.81353
 8,  52,  72,  39,  51,  67,  10,748.438,2.58524
 0,  93, 129,  66,  50, 174,  37,1793.83,1.05748
 8,  82, 133,  43,  77, 123,  48,1398.43,1.49761
 1,  32,  55,  32,  29,  43,   9,520.141,4.123
 1,  19,  45,  48,  32,  58,   7,371.64,3.77294
 2,  82, 125,  83, 119, 208,  64,1509.85,1.40381
 6,  40, 106,  62,  60,  93,  16,907.029,1.42055
 3,  83, 157,  96,  83, 171,  37,1689.6,1.34719
 8,  51,  83,  50,  47,  86,  27,863.061,1.84086
 4,  51, 125, 134,  86, 225,  98,1081.53,0.860204
 4,  50, 121, 114,  42, 233,  71,1316.13,0.671559
 5,  59, 119,  73,  93, 166,  80,1276.5,1.22881
 4,  37,  73,  77,  64, 127,  36,585.668,1.20956
 6,  49, 118,  67,  93, 134,  35,1014,1.46309
 9,  66,  92, 110,  55, 144,  75,966.607,1.1642
 7,  59,  59,  94,  77, 125,  74,755.554,1.75488
 9,  44,  53,  93,  60, 119,  48,581.58,1.75054
 8,  77, 111,  43,  78, 108,  42,1235.56,1.76126
 2,  74,  99,  99, 119, 159,  45,1394.93,1.51666
 9,  49,  88,  77,  56, 117,  44,762.93,1.57079
 1,  27,  46,  46,  73,  67,  11,407.069,3.40916
 0,  85, 117,  56,  60, 156,  61,1675.89,0.957458
 1,  14,  30,  32,  34,  37,   2,261.98,7.35804
 1,  34,  55,  50,  53,  72,   7,482.461,3.34447
 4,  41,  74, 139,  44, 174,  75,719.323,0.873081
 2,  81, 120,  71, 126, 204,  60,1468.91,1.52496
 8,  66, 108,  86, 111, 180,  93,1118.55,1.42617
 3,  84, 128, 100,  46, 159,  24,1441.77,1.35434
 9,  53,  66,  92,  35, 106,  53,849.34,2.38195
 4,  46, 114, 121, 111, 227, 118,955.131,0.87256
 5,  71, 132,  45,  86, 130,  27,1350.37,1.31501
 5,  35,  96,  73,  83, 222,  77,764.455,1.01145
 3,  36,  69,  80,  37,  61,  28,676.607,2.16421
 6,  44, 131,  66,  86, 141,  36,1082.1,1.22947
 6,  44, 107,  77,  89, 119,  27,1068.53,1.28117
 7,  69,  64,  86,  96, 139, 104,906.823,1.66513
 5,  65,  86,  88,  92, 107,  32,1101.39,1.47911
 8,  82, 105,  44,  56,  91,  51,1223,1.71472
 7,  75,  86, 131,  76, 163, 105,953.45,1.22418
 9,  61,  83,  66,  60, 104,  58,817.046,1.51809
 5,  35,  83,  41,  74, 215, 101,740.359,0.726154
 0,  91, 131,  59,  55, 149,  44,1665.4,1.07024
 0,  87, 120,  54,  54, 132,  47,1545.47,1.13211
 8,  84, 122,  80,  64, 136,  76,1304.12,1.51305
 2,  67, 119,  79, 122, 195,  89,1245.69,1.38665
 7,  63,  50,  83,  57,  96,  74,713.905,2.14542
 4,  23,  58,  65, 101, 167,  32,425.565,1.2694
 8,  76, 106,  78,  35, 103,  55,1226.65,1.60978
 4,  45,  83,  98,  85, 173, 108,808.492,0.874623
 9,  56,  86,  87,  87, 172,  74,849.282,1.5377
 9,  47,  64,  68,  90, 115,  65,675.51,1.4949
 9,  57,  95,  78,  39, 110,  32,862.811,1.50662
 2,  47,  94, 104,  66, 130,  39,942.537,1.56589
 0,  87, 122,  52,  52, 159,  49,1811.42,1.01316
 5,  58,  88, 109, 123, 176, 120,1048.4,1.53711
 1,  35,  59,  77,  43, 103,  17,509.225,3.02087
 6,  51,  97,  71,  76, 121,  14,913.304,1.76621
 4,  42, 101, 114, 138, 230, 132,839.075,0.911433
 0,  71, 105,  57,  63, 162,  56,1517.16,1.04167
 5,  73, 119, 103,  94, 173,  76,1351.09,1.258
 6,  30, 116,  53,  98, 141,  32,810.074,1.34699
 1,  34,  59,  73,  64, 105,  22,512.66,2.66245
 7,  56,  94, 112, 129, 189, 124,921.092,1.32356
 6,  35, 121,  64,  71, 135,  23,878.622,1.45465
 4,  32,  52, 113,  44, 128,  54,467.723,1.39214
 7,  57,  58,  83,  72, 113,  68,731.196,2.03698
 0,  47,  77,  45,  41,  91,  36,837.307,1.59128
 3,  64, 115,  98,  41, 136,  22,1195.17,1.41393
 1,  32,  54,  95,  85, 148,  37,509.148,2.00542
 2,  36, 109,  81,  80, 228,  90,930.013,0.89012
 9,  68,  95, 144,  67, 214,  47,1116.12,1.41617
 9,  58,  85,  70,  40,  99,  30,796.782,1.66752
 2,  38,  73, 112, 109, 225, 109,697.538,1.25489
 0,  87, 122,  63,  52, 152,  58,1717.93,1.00088
